outcome,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10
1,B,0.9243,D,B,C,3.87948,D,B,81.70370,S
0,A,0.4554,A,B,C,3.04821,C,B,11.39949,M
1,A,0.3699,C,B,C,3.28104,B,B,31.83174,N
1,B,0.2939,D,A,C,1.44864,B,B,84.10845,I
1,A,0.4284,A,C,E,6.42504,E,B,4.532285,I
0,B,0.2726,C,B,C,0.31640,A,I,80.81179,J
0,A,0.9007,A,B,D,8.91121,F,B,66.80369,F
0,B,0.3090,A,B,A,6.66870,B,E,42.04368,Q
0,A,0.8454,B,B,A,8.36408,A,E,42.42052,E
0,B,0.1489,C,B,A,1.21788,C,I,36.14684,Q
1,A,0.5822,C,A,C,7.39959,C,D,51.83821,E
1,A,0.1506,D,B,E,3.25434,E,B,41.72455,R
1,B,0.1404,C,B,E,2.32442,C,C,33.62966,K
1,A,0.8511,B,A,A,7.54774,B,A,15.00428,B
1,B,0.9530,D,B,C,3.18671,A,J,85.65118,C
1,B,0.8033,B,B,A,5.38007,D,B,72.68602,H
0,B,0.9724,A,C,A,4.77997,D,I,16.32084,S
1,B,0.5849,B,B,C,3.59056,D,D,78.67163,I
0,A,0.1351,D,B,B,9.07556,E,E,86.09844,G
0,B,0.2016,D,B,A,1.33840,D,I,52.61246,R
1,A,0.9156,A,B,C,4.37176,D,B,79.16591,K
1,A,0.7652,C,A,C,0.97930,C,F,56.00617,M
1,B,0.3559,B,A,A,6.65195,B,B,46.07526,Q
1,A,0.4167,B,A,A,7.18582,E,F,71.65583,B
0,A,0.6699,C,A,D,1.13648,B,J,77.43689,F
0,B,0.0730,D,B,C,3.51224,C,B,35.48964,R
0,B,0.9584,A,A,A,9.79188,D,B,2.313102,C
0,B,0.2286,D,A,C,2.10904,C,A,37.76841,O
0,B,0.4936,C,A,A,8.71458,B,D,51.13555,K
1,B,0.3654,C,C,A,7.93641,C,D,2.276798,D
1,B,0.2623,A,B,A,8.87017,B,G,58.44736,L
0,A,0.8311,A,B,C,5.99877,D,I,92.03679,J
0,B,0.6837,B,B,A,7.35688,C,I,26.41943,O
1,B,0.6269,B,B,C,2.22356,B,J,19.83996,T
1,A,0.7940,A,B,E,2.50814,E,E,12.52596,H
0,A,0.1776,B,A,A,9.69797,F,B,87.90204,T
0,B,0.4814,D,B,A,5.31642,C,I,66.13146,D
1,A,0.9697,A,A,E,2.78238,B,A,49.16099,C
0,B,0.0964,A,B,B,6.32948,D,B,46.09264,G
1,B,0.6225,A,A,B,8.79076,D,C,83.33910,D
1,B,0.8191,C,B,B,6.52662,C,A,99.88669,J
0,B,0.5583,C,C,A,2.82667,F,D,96.46943,B
1,A,0.2434,A,A,C,4.91902,B,E,14.71338,J
0,B,0.5978,A,B,B,3.49524,C,B,21.86990,R
0,A,0.8071,A,A,A,6.16372,B,H,1.272251,D
1,B,0.1092,A,B,E,5.79637,F,C,8.677184,D
1,A,0.8537,C,B,A,5.53074,E,E,35.89854,L
1,A,0.4658,B,A,A,2.33281,F,B,55.27743,R
0,A,0.5641,A,B,A,9.54079,D,B,63.69213,R
1,B,0.8474,B,A,A,8.20679,C,B,2.149691,L
0,A,0.3524,D,A,B,9.44283,E,F,15.72711,D
0,B,0.8237,B,B,B,0.14298,A,I,18.32363,K
0,A,0.2453,A,A,A,9.80349,D,B,79.28589,J
0,B,0.9110,B,B,E,5.93989,C,I,89.59818,G
0,B,0.4904,D,B,E,4.20916,F,F,49.92229,G
1,A,0.4715,A,B,E,5.31670,A,I,66.03447,P
1,B,0.6983,C,C,D,3.51681,B,E,61.17031,D
0,B,0.9274,A,B,A,9.23897,A,B,9.344774,J
0,B,0.6755,B,B,A,5.85084,B,B,0.957827,K
0,A,0.6359,D,B,C,8.68756,F,F,60.17799,L
1,B,0.6125,C,B,D,5.81486,E,F,35.32757,I
0,B,0.0235,D,A,E,8.17024,E,E,7.200674,T
0,A,0.8195,A,A,E,5.24267,B,C,23.02087,C
0,A,0.9469,B,B,E,5.70718,D,F,82.80088,T
1,A,0.5013,B,C,A,0.67302,D,B,5.056916,K
0,B,0.6148,C,B,A,3.05469,A,B,2.378856,Q
0,B,0.3049,A,A,B,2.76168,F,I,82.36640,D
1,B,0.4142,B,A,A,2.27387,B,I,8.911140,N
1,A,0.8627,B,A,C,3.06940,E,B,60.52061,R
1,A,0.2943,A,B,E,5.45834,B,B,19.43525,J
1,B,0.7227,C,C,A,4.95493,C,I,51.84106,H
0,B,0.4026,C,B,A,5.46436,C,B,60.83369,B
0,A,0.5749,A,B,A,8.21683,E,E,7.265891,L
1,A,0.9873,A,A,A,9.09351,A,D,11.99669,S
1,B,0.4656,B,B,B,5.64380,B,C,20.49600,R
0,A,0.0197,B,A,A,1.51638,A,E,97.57914,M
0,B,0.5430,C,B,E,4.21897,B,B,5.387641,M
0,B,0.4803,B,B,E,1.67815,B,H,43.45882,B
1,B,0.8781,A,B,A,6.71115,F,I,65.26750,D
1,A,0.7747,A,A,C,2.58792,B,D,38.45634,F
0,A,0.1087,B,B,C,1.53605,A,A,91.25596,S
1,B,0.9150,C,C,A,3.67488,B,B,28.31384,P
1,A,0.9419,D,B,A,9.45896,E,B,0.436444,C
1,B,0.2520,B,A,A,9.28213,F,B,47.92144,S
0,A,0.0375,A,B,A,7.17809,B,F,72.93728,D
0,A,0.9927,A,B,A,1.61287,B,C,3.102351,F
0,A,0.8946,B,B,C,6.35493,F,I,78.64306,C
1,B,0.1880,B,B,A,4.06621,D,I,6.340080,R
1,A,0.1431,A,B,A,0.51611,D,H,20.14305,K
0,B,0.3406,C,B,A,2.04951,C,A,33.86261,N
1,B,0.3727,A,A,A,8.73546,D,I,61.81786,M
0,B,0.7313,A,B,B,6.50953,C,B,29.86248,I
1,A,0.8640,A,A,E,0.81706,C,E,51.49399,M
0,B,0.7906,C,B,C,5.68148,E,B,68.19378,F
1,A,0.2556,B,B,A,9.15783,F,I,66.81337,B
1,A,0.2489,C,A,A,8.22109,F,J,11.89287,R
0,B,0.1364,D,A,A,2.73254,B,I,73.06547,E
0,B,0.5162,C,A,A,6.74036,C,B,84.61213,P
0,A,0.5956,C,B,A,7.90479,B,C,69.83236,P
1,A,0.9585,C,B,A,8.45000,B,D,23.05116,E
1,B,0.3118,B,A,A,9.02038,E,B,58.20428,A
0,B,0.5178,D,B,A,4.75483,C,B,83.22891,D
0,A,0.8433,B,B,C,0.12374,D,B,36.31582,E
1,B,0.0409,A,B,A,7.43604,E,C,57.79396,T
0,B,0.7724,B,A,C,8.47507,B,B,3.352598,A
0,B,0.3137,D,B,A,7.32757,E,C,55.14600,L
0,A,0.5642,A,B,B,0.61512,E,D,19.63943,M
1,B,0.6911,C,B,C,8.78695,D,G,71.00788,S
0,B,0.2553,B,B,C,0.05317,B,B,94.56130,R
0,A,0.2843,B,A,A,6.77314,C,B,62.24324,I
1,B,0.1724,A,A,C,2.37833,B,B,2.106698,E
1,A,0.8799,B,A,A,6.60762,E,E,93.31887,J
1,A,0.2331,D,B,B,7.45459,C,E,56.38000,O
1,A,0.3868,B,B,A,0.36662,D,G,11.69753,O
1,B,0.5618,B,B,C,2.35102,B,B,12.23507,S
1,A,0.8543,B,A,B,8.55145,C,E,45.26025,S
0,A,0.6374,A,B,B,2.56140,C,D,80.00544,G
0,B,0.6454,A,B,A,1.57754,E,D,32.68466,L
1,B,0.1390,A,A,A,4.75427,C,I,52.89925,Q
1,A,0.6059,A,B,C,8.75311,D,H,24.04650,L
1,B,0.1174,B,B,A,9.52138,D,D,6.228881,H
1,B,0.6775,D,B,A,8.86244,C,D,79.85561,R
1,B,0.3075,C,C,B,3.00526,B,H,95.26835,D
0,B,0.9941,B,B,C,8.15224,C,B,88.94825,I
0,A,0.4643,A,A,C,0.94743,C,F,80.51763,I
0,B,0.1096,A,C,A,2.95805,C,B,43.93402,G
0,B,0.2647,A,B,A,7.15737,E,B,78.39692,A
0,B,0.7275,A,C,C,8.17780,E,D,81.64714,I
1,B,0.9875,A,B,E,5.42023,D,D,22.26210,C
1,A,0.7606,C,B,A,0.57426,C,E,0.316012,H
0,B,0.0856,A,A,A,0.94749,D,E,76.42851,S
1,B,0.6355,B,A,A,5.81690,E,E,89.94445,T
1,A,0.0631,A,B,A,6.38079,D,C,41.53969,F
0,A,0.4098,A,A,E,3.25663,D,J,39.19570,S
1,B,0.3474,A,C,B,4.57130,B,I,25.66622,L
0,B,0.2225,A,C,C,4.23055,B,A,27.55146,S
1,B,0.2320,D,B,A,8.15703,C,B,12.73010,C
0,B,0.5423,B,B,A,5.85090,A,G,64.22648,L
1,A,0.4951,C,B,A,5.36551,E,C,33.85976,D
0,B,0.2772,D,B,E,7.02535,B,E,39.84679,D
1,B,0.2735,B,B,B,6.90475,E,G,54.46973,O
1,B,0.3771,C,B,E,0.81593,D,G,31.66951,S
0,A,0.1477,A,B,D,3.53586,E,I,76.80176,T
1,A,0.8748,A,A,B,5.31565,E,D,38.99165,N
0,A,0.1984,B,B,E,8.46732,C,A,63.15148,O
1,A,0.5682,D,B,C,8.19907,D,C,89.91114,P
0,B,0.3797,C,A,A,9.94975,A,A,60.86537,F
1,A,0.3664,D,B,D,8.90933,E,C,0.001527,A
0,B,0.2454,C,B,A,9.06407,D,B,42.77718,H
0,A,0.2117,A,B,A,2.70174,A,D,82.94727,P
1,A,0.0589,B,A,E,8.61478,B,J,44.11294,R
1,A,0.8534,A,B,A,6.15781,B,H,51.90701,K
1,B,0.1505,D,B,C,9.28451,B,B,34.86569,D
0,A,0.9210,D,A,C,6.82032,C,I,47.90497,N
0,A,0.2720,A,B,B,8.01143,E,B,64.27941,O
1,B,0.7807,B,B,A,6.58646,B,E,17.92571,I
0,B,0.4948,A,B,B,2.58641,C,D,62.35906,J
0,B,0.5773,C,B,C,0.46813,A,E,6.808684,P
1,B,0.8672,A,A,A,9.42008,D,B,97.18672,K
0,B,0.6215,A,B,A,1.92161,D,B,46.52593,T
1,A,0.0481,A,A,C,2.05331,C,G,11.79690,E
1,A,0.6209,B,B,A,2.89530,F,F,63.83166,I
1,B,0.6941,C,B,B,7.06538,C,E,48.44727,K
1,B,0.9336,A,B,C,4.26787,B,F,87.21947,T
1,B,0.8324,D,A,B,7.54291,C,I,25.17072,T
0,B,0.8329,A,B,E,9.80281,F,B,35.51413,E
0,B,0.2931,C,B,E,0.05140,D,I,58.60379,T
1,B,0.9777,D,C,B,5.13248,F,D,4.832653,M
1,A,0.4538,C,B,A,9.62029,C,A,95.63686,M
0,A,0.2328,D,A,C,0.79620,C,B,65.33492,B
1,A,0.5321,D,B,A,8.73644,E,B,97.10642,I
0,B,0.3660,B,B,A,9.72640,E,I,30.51065,T
1,B,0.4563,A,A,E,4.73998,B,B,27.09362,Q
1,A,0.8826,B,A,A,1.95457,E,A,27.06723,L
1,B,0.6327,A,B,C,0.66214,D,B,36.92739,T
0,B,0.0052,A,B,E,3.67436,D,E,73.58194,K
1,A,0.0600,D,B,A,8.33502,B,D,66.85373,O
0,A,0.1412,B,B,E,0.98261,E,F,11.62281,R
1,A,0.3977,B,B,C,7.78440,D,B,96.76643,F
0,B,0.9434,A,B,A,7.27553,B,B,69.23403,M
1,B,0.6444,C,A,A,6.92522,B,A,62.32191,S
0,B,0.8004,B,B,A,7.90067,D,B,8.940502,D
1,B,0.3409,A,B,B,8.26586,E,D,28.44100,T
0,A,0.7154,C,A,E,6.91979,C,E,21.96210,A
1,B,0.7704,A,A,A,2.54156,F,C,92.38198,B
1,A,0.4388,B,B,B,9.73687,E,B,78.23145,F
0,A,0.3074,C,B,A,0.14658,E,A,52.03904,M
0,B,0.6050,D,A,C,9.06517,C,B,13.82939,B
1,B,0.6591,A,B,A,6.18864,C,B,84.09005,C
0,A,0.9719,B,B,B,9.36777,C,D,91.41742,I
1,A,0.9813,A,B,A,6.01070,F,B,87.76108,C
1,B,0.0941,C,B,E,7.40653,C,B,36.14088,S
0,A,0.5412,D,A,A,8.96203,D,H,41.57894,J
1,B,0.6718,A,B,E,1.03514,F,I,9.307110,E
0,B,0.4260,A,B,A,5.41133,B,G,74.12009,I
0,B,0.7212,D,B,A,6.36129,B,F,71.94205,G
0,B,0.9273,A,B,B,1.08427,C,D,34.52182,T
0,B,0.8930,A,B,E,4.74116,D,C,8.292513,F
0,B,0.9421,A,C,E,0.30072,F,E,5.846555,N
1,A,0.8626,A,A,C,2.13633,B,B,6.897226,G
1,A,0.5488,A,B,A,2.41467,E,E,50.24781,H
1,A,0.2494,D,C,B,2.99708,B,B,92.59699,H
0,A,0.2518,B,B,B,9.82273,C,I,19.61888,J
1,A,0.0709,B,B,A,9.72235,C,E,9.508660,E
0,B,0.8254,A,A,B,3.37747,B,F,22.25770,O
0,B,0.9673,C,B,C,2.97108,C,D,66.54223,H
0,A,0.1439,D,A,C,7.20502,F,B,24.11663,H
0,A,0.2343,D,A,A,7.05989,C,B,98.48779,K
1,B,0.1475,D,A,A,1.73279,C,G,49.56871,N
1,A,0.3316,D,A,B,8.75636,D,B,44.38928,M
1,A,0.0509,B,B,A,6.86550,D,I,78.50610,P
0,A,0.5930,B,B,E,8.85873,C,E,14.41194,R
1,B,0.5878,C,C,A,4.33811,A,I,47.63424,T
0,B,0.8685,D,B,A,5.91025,F,I,7.523146,J
1,A,0.0404,D,A,C,8.20478,A,B,51.46804,P
0,A,0.8901,C,B,C,8.40387,C,D,86.04924,B
1,A,0.5865,A,B,C,4.45339,D,D,79.30808,L
0,B,0.3548,B,C,E,4.56362,E,B,7.906673,S
0,A,0.6384,A,B,E,9.01975,F,B,59.60515,F
1,A,0.8679,A,A,C,7.56247,B,A,28.58783,O
1,A,0.5054,D,A,E,5.36059,C,A,91.99986,M
0,B,0.6747,A,B,A,0.96263,F,J,36.42153,M
1,B,0.9288,C,B,A,9.65690,C,E,31.51913,L
0,A,0.6830,A,C,A,4.08101,B,I,12.03156,H
0,B,0.0313,C,A,C,2.83373,B,C,47.39018,M
0,A,0.1363,B,C,A,5.98219,B,C,51.55364,S
0,B,0.1696,D,B,A,1.60904,D,E,1.006219,D
1,B,0.8151,C,C,E,1.03219,E,E,71.30008,N
1,B,0.8107,B,B,A,3.30092,C,D,40.60240,L
0,A,0.8753,A,B,A,6.88991,C,G,55.58588,G
0,B,0.1602,D,B,A,7.02152,E,C,37.45101,Q
1,A,0.2551,B,A,C,4.29353,D,G,17.07343,F
1,B,0.2690,A,A,A,5.57236,B,I,27.23870,I
0,A,0.0634,A,B,A,3.09995,B,D,95.44288,D
1,A,0.1486,A,B,A,2.08216,A,B,17.72849,O
0,A,0.9915,D,A,D,5.43104,F,G,72.92412,J
1,B,0.5366,B,B,A,0.50641,E,G,38.61326,G
1,A,0.8945,C,B,E,6.33645,C,B,16.25010,R
1,B,0.1564,A,C,A,7.10615,D,B,34.85554,J
0,B,0.5443,A,B,A,6.35206,B,C,78.07037,E
1,B,0.9891,C,A,A,8.44561,C,C,94.54001,D
1,B,0.3715,B,A,C,8.16737,F,B,94.31797,K
1,A,0.3190,A,B,E,0.32805,C,A,88.07295,F
1,B,0.8783,D,B,B,8.01384,A,B,33.65657,L
0,A,0.5882,C,B,A,8.74970,E,D,92.80267,N
0,A,0.9889,C,B,C,9.71807,E,D,46.87417,Q
1,B,0.8917,D,A,A,1.64957,C,B,73.32183,N
0,B,0.8499,B,A,A,9.71494,B,B,51.81126,K
0,B,0.6234,A,B,A,8.08533,F,D,50.98399,N
1,B,0.0963,D,B,A,2.38088,D,E,27.14963,P
1,A,0.4857,B,A,C,7.99439,D,G,12.84261,I
0,B,0.4789,A,B,A,7.04757,C,B,26.82899,N
0,B,0.0886,A,C,A,2.17470,C,B,17.87793,H
1,B,0.5648,A,B,A,0.17724,A,G,22.21276,D
0,B,0.9699,B,A,C,8.51016,E,D,99.62763,S
0,B,0.5698,D,C,C,4.93921,F,B,58.74431,N
1,A,0.4319,B,A,C,8.78260,A,B,41.72072,A
1,B,0.4111,D,B,E,2.30035,F,B,42.55950,I
0,B,0.8416,A,A,A,6.97163,A,G,34.31339,R
0,B,0.3192,A,B,B,6.84253,F,B,34.34589,H
0,B,0.2875,A,A,A,9.25205,E,E,89.16369,L
0,B,0.3252,A,A,C,2.63738,D,F,7.011564,J
1,A,0.6744,B,B,B,5.05797,D,I,91.37874,A
0,A,0.3690,C,C,A,5.88746,B,E,27.00446,H
0,B,0.7243,D,C,A,7.98208,E,D,5.218073,G
1,B,0.0882,A,C,A,7.46773,E,B,66.99241,P
1,A,0.4818,B,A,A,9.78693,B,I,70.27805,R
0,A,0.1936,A,B,A,9.51875,F,E,2.796183,E
1,B,0.8203,A,B,A,7.88545,B,J,38.45029,H
1,A,0.2157,D,B,E,7.50898,D,I,51.88104,Q
1,A,0.1796,A,A,A,6.52290,B,E,76.18346,O
0,A,0.6428,C,B,B,9.46228,B,E,37.63693,R
1,B,0.5768,A,A,B,0.11756,F,A,64.89985,S
0,A,0.8735,A,B,A,7.51421,D,B,84.62025,O
1,B,0.5154,B,A,C,5.02678,D,I,46.83202,D
0,B,0.7429,B,C,A,4.70990,C,D,19.63354,I
0,A,0.6625,A,B,A,4.70333,C,I,61.55121,C
1,A,0.8623,B,A,E,1.27379,E,B,61.70093,H
1,B,0.5843,D,B,B,4.24215,A,I,73.13639,D
0,A,0.7932,D,B,A,7.29639,C,B,11.21759,O
1,B,0.0109,B,B,A,8.89603,F,B,11.36529,T
0,A,0.1423,A,A,A,8.94651,E,B,32.69700,K
0,B,0.9793,D,C,B,4.80760,B,D,77.56188,B
0,A,0.1914,A,B,E,6.99608,C,C,1.966959,T
0,B,0.3052,A,A,C,1.55163,F,I,11.96033,E
1,B,0.8756,A,B,B,9.49643,E,E,28.84586,A
0,B,0.0933,B,B,E,7.48419,C,H,34.52369,O
1,B,0.8322,B,A,C,8.56278,E,B,13.96009,J
0,B,0.1337,B,A,A,2.82932,E,D,58.67994,S
1,A,0.0884,B,B,A,4.32027,D,D,67.58386,L
0,B,0.8959,B,B,A,1.64165,A,I,38.12291,B
0,B,0.4377,A,C,A,1.47075,E,B,98.42170,E
1,B,0.0120,B,B,A,2.67786,D,B,61.06464,P
0,A,0.7253,D,B,A,7.80554,F,F,6.448758,F
1,B,0.8084,C,C,A,1.50455,D,D,90.18850,C
0,A,0.0338,A,A,A,4.52659,B,B,59.86436,J
1,A,0.0493,B,A,E,4.13320,E,A,65.31812,Q
1,B,0.8605,B,B,E,6.69403,E,D,77.46629,N
0,B,0.6222,C,B,A,0.32311,C,E,9.486623,Q
1,A,0.3748,A,A,D,0.98866,E,C,95.38832,H
0,A,0.8264,C,A,C,8.71542,B,G,83.71296,C
0,B,0.1872,C,A,E,7.43400,B,H,48.15412,A
1,A,0.8767,C,A,A,2.25540,B,D,61.47801,R
0,B,0.9672,D,A,A,2.95181,B,B,24.88655,N
0,B,0.1835,B,B,A,6.40347,A,E,94.08461,K
0,A,0.5963,A,C,C,4.58665,D,B,96.09763,H
1,B,0.1112,B,B,E,0.83531,B,J,72.33485,B
0,A,0.8469,A,B,C,9.04124,B,I,48.74010,I
1,A,0.8215,A,B,A,3.96190,D,D,46.61485,A
1,B,0.3205,A,A,A,0.86504,A,J,51.67607,E
0,B,0.8400,A,B,A,3.88849,D,B,23.77694,F
1,A,0.6109,B,B,B,3.79185,D,I,82.61735,G
1,B,0.9496,A,A,C,4.91998,D,D,58.99427,O
0,B,0.0479,C,B,E,5.62744,D,J,79.89859,J
0,A,0.1504,B,B,E,0.84708,E,D,46.84201,E
0,B,0.2409,A,B,B,2.23265,B,J,3.374449,I
0,B,0.7818,A,A,A,9.10934,F,B,10.60491,C
0,A,0.7032,D,B,A,9.33237,F,B,2.141424,B
1,A,0.1853,D,C,A,5.93831,F,E,39.01676,R
1,A,0.2965,A,B,A,4.31133,D,G,64.95501,K
0,A,0.9648,A,A,A,1.08003,B,B,37.90447,K
1,B,0.3882,A,A,A,0.93944,B,J,31.42753,D
1,A,0.0904,C,B,A,7.47909,A,H,89.51255,G
1,B,0.3210,B,A,C,0.22659,C,E,90.10082,I
0,B,0.8532,A,A,B,1.25934,A,J,59.45649,C
1,B,0.1717,A,B,E,3.13912,D,B,11.55418,R
0,B,0.4984,C,B,C,9.57544,B,D,72.57260,G
1,B,0.6932,B,B,A,9.03959,B,B,35.31282,D
0,B,0.1786,C,C,C,2.05019,B,I,40.40542,E
0,B,0.4405,C,C,A,1.71766,F,G,94.01303,C
0,A,0.7912,D,B,A,4.55373,C,B,23.85663,T
0,B,0.1848,A,B,A,5.34361,F,B,6.700792,O
0,B,0.8175,D,A,E,6.36027,E,B,99.79613,T
0,A,0.0209,B,A,C,2.24680,A,B,17.14911,E
0,A,0.4180,B,B,A,5.19684,D,B,19.69711,A
1,A,0.7477,D,C,A,5.79074,C,G,37.93484,N
1,A,0.6800,B,A,C,8.79895,A,C,39.97844,G
1,A,0.9972,A,B,A,8.82102,C,D,60.61771,M
1,B,0.6819,A,B,A,8.79947,B,B,56.92843,M
0,B,0.3937,C,B,A,6.97782,C,E,12.24750,P
1,A,0.1292,A,A,A,6.72435,A,I,88.13401,P
0,A,0.4163,B,B,A,5.74713,D,B,83.98402,L
0,B,0.2520,D,B,A,8.07511,D,D,16.39891,Q
0,A,0.0358,B,B,A,2.96570,C,G,70.74795,P
0,B,0.2056,C,B,B,2.06535,E,F,47.16005,S
0,A,0.0978,A,A,A,9.45081,A,J,22.44648,I
1,B,0.3820,A,A,A,2.69545,F,E,10.26770,S
0,A,0.4145,B,C,A,7.53146,B,B,13.33607,M
1,A,0.6496,C,B,A,2.06257,B,C,55.99425,F
1,A,0.1527,C,B,A,7.98233,C,A,82.50716,G
1,B,0.8089,A,B,A,4.46847,D,B,80.11364,I
0,B,0.4425,A,B,C,3.68855,C,F,47.19850,L
0,A,0.6702,A,B,E,3.60642,E,H,7.148695,G
1,A,0.9998,A,A,B,1.76454,F,G,78.32402,N
1,B,0.7100,B,A,A,9.09181,E,J,12.88882,F
0,A,0.0075,B,A,C,8.38656,C,I,11.88174,M
1,B,0.3231,C,C,E,1.23930,C,B,22.31147,J
0,A,0.2414,D,B,B,5.45429,D,H,8.602782,N
0,A,0.9954,A,B,C,7.83141,F,G,75.38323,Q
1,A,0.4132,B,B,C,5.42717,E,B,62.87085,T
0,A,0.3335,B,B,E,6.20418,B,F,32.13641,R
1,A,0.4066,A,A,E,6.46160,F,B,14.37068,Q
1,B,0.7722,B,A,C,7.70884,B,H,46.20769,E
1,B,0.1373,A,A,A,5.51593,A,G,53.81698,H
1,B,0.8854,B,C,A,1.54078,D,E,39.50501,I
0,B,0.6704,B,A,D,6.57107,D,C,0.171210,F
1,B,0.0232,A,B,A,6.80402,F,F,79.18426,I
0,B,0.8304,B,C,A,8.59643,F,H,33.57006,I
0,B,0.6696,C,A,A,4.95153,C,G,52.15356,I
0,B,0.0252,A,B,B,9.25096,C,I,18.87503,O
0,A,0.2269,A,C,E,2.20084,F,E,9.067350,A
0,B,0.4606,C,B,A,2.14157,F,H,69.22222,M
0,A,0.0205,A,A,C,1.32595,F,C,1.471423,N
0,B,0.6174,B,A,C,7.31147,A,B,5.928252,T
1,B,0.2579,B,B,A,1.93297,D,I,14.58591,G
1,B,0.8952,C,B,C,7.53525,E,E,70.72136,Q
0,B,0.3154,A,A,C,4.43297,B,D,74.35904,S
1,A,0.5865,D,B,E,1.10546,D,D,80.96070,M
0,B,0.1371,C,A,A,4.72000,F,B,36.55802,H
0,B,0.0528,A,A,A,4.56958,B,F,19.76636,T
0,B,0.9602,B,C,A,9.35156,C,I,29.92581,L
1,B,0.9259,A,A,A,6.50773,A,B,74.62783,E
1,B,0.8689,A,A,B,8.71706,F,B,52.75121,A
0,B,0.4639,A,A,A,4.42239,E,B,37.22285,I
1,B,0.0102,A,B,A,7.38491,E,I,99.28753,A
0,A,0.9571,C,B,A,0.86293,F,E,83.98164,T
1,A,0.1317,C,B,E,6.09413,D,F,75.46590,F
1,B,0.7961,A,B,A,0.61605,E,B,93.68705,I
1,B,0.3219,C,B,D,0.46824,D,I,12.72493,C
1,A,0.1047,A,B,A,8.18766,C,I,21.26686,Q
0,A,0.1125,C,B,C,6.98183,D,J,62.93604,M
0,B,0.4750,B,A,C,3.56353,D,C,71.87724,K
0,A,0.9878,B,B,A,9.38313,B,A,94.47889,J
1,A,0.2075,A,B,A,4.71062,F,D,38.63840,H
0,A,0.6840,A,A,A,4.24009,D,B,77.18290,O
1,A,0.4227,A,B,A,2.49887,B,B,91.09556,T
1,B,0.2654,B,A,E,2.35167,D,B,38.26343,Q
0,A,0.2831,D,A,A,4.55645,C,D,53.12094,J
1,B,0.7650,B,B,B,5.98139,C,E,35.07077,B
1,B,0.6117,C,C,C,9.28975,C,E,88.50560,L
0,B,0.1921,C,B,C,4.40586,B,G,36.71256,Q
1,B,0.5427,D,B,B,0.64114,C,I,98.84505,D
1,A,0.1398,A,B,C,7.21700,B,I,20.70110,D
0,B,0.4721,C,B,A,9.79871,D,F,53.96221,C
1,A,0.1531,C,C,A,2.16699,B,D,16.98528,Q
1,A,0.5361,A,A,A,2.81881,B,E,54.39813,E
1,B,0.4593,B,B,A,3.34779,B,C,70.50402,J
1,B,0.1276,C,B,E,9.82038,E,D,63.71307,B
0,B,0.2487,A,B,A,9.21956,E,J,9.912112,M
0,A,0.8990,B,B,A,7.95791,C,I,66.70296,O
1,B,0.3775,B,B,A,8.49233,C,E,31.30855,E
1,B,0.3680,C,A,A,4.19680,A,B,60.24174,G
0,B,0.0619,A,B,C,0.10875,F,F,13.95986,E
1,A,0.4219,D,B,A,5.27653,D,B,53.57830,Q
0,A,0.0699,A,A,A,7.47064,A,E,32.61175,I
0,A,0.5692,C,B,A,8.53104,C,B,9.524610,M
0,B,0.3583,A,B,A,2.59092,D,F,30.24524,O
0,B,0.3055,A,A,A,3.65592,C,F,90.87773,C
0,B,0.3092,A,B,D,1.04142,B,D,58.86419,K
1,A,0.3369,D,B,A,6.77155,A,G,87.26060,B
0,A,0.7018,C,B,A,9.75421,D,B,69.69558,R
0,B,0.0858,B,A,B,7.59255,B,I,52.33090,E
0,A,0.5953,A,B,C,2.14853,F,E,92.62062,C
1,B,0.8456,A,A,A,4.43628,B,D,80.24453,H
1,B,0.6308,C,A,C,0.17457,F,B,6.307581,L
0,B,0.2671,C,B,C,9.50497,D,D,60.73931,C
0,B,0.8045,A,A,A,3.12616,D,B,63.39369,K
0,B,0.2775,A,A,C,9.72065,D,J,12.92744,J
1,A,0.9085,B,B,D,8.46207,B,E,61.53887,B
0,A,0.4354,B,A,C,3.24011,D,C,86.85515,J
1,B,0.5214,D,B,E,3.95254,A,G,72.84842,I
0,A,0.0923,D,A,E,5.67187,D,A,86.43789,G
1,A,0.5241,D,A,D,5.97532,A,B,62.49624,R
0,A,0.5962,B,A,A,4.21584,F,C,3.127530,I
1,B,0.1257,B,B,A,3.22409,F,B,71.41852,R
0,A,0.5935,A,A,B,7.08326,C,B,35.17645,J
1,B,0.4212,A,B,A,8.08011,C,B,95.89018,F
0,B,0.5011,D,B,A,7.10224,A,I,13.22025,Q
1,A,0.4443,B,A,A,7.67375,C,B,96.94647,P
0,B,0.6753,D,B,E,7.63492,F,H,5.666156,B
0,B,0.2742,D,C,D,2.24045,D,B,35.03987,M
0,A,0.1259,A,C,A,3.25770,C,I,4.242250,A
1,B,0.6592,A,A,C,4.39690,B,G,43.76861,N
0,B,0.1338,A,A,A,8.84239,C,F,91.59775,S
1,A,0.1542,C,B,A,8.14723,E,C,5.885746,R
0,A,0.6169,A,B,A,9.72512,A,B,85.82553,I
1,B,0.4322,D,B,C,7.71404,B,E,17.13204,P
1,B,0.3087,A,B,C,6.61175,C,C,76.19809,O
0,B,0.5182,C,C,E,9.65128,C,B,72.12504,J
